fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Hip Replacement,110.0,64.0,18.7,75.8
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Knee - ACL Repair,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Arthroscopy,24.0,31.0,5.3,18.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Replacement,221.0,77.0,42.7,78.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Laparoscopy,5.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Male Reproductive Surgery,,0.0,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Mastectomy,11.0,30.0,3.9,5.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Myringotomy,5.0,5.0,5.0,5.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Nasal Surgery,48.0,28.0,32.0,42.0
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Nerve Surgery,43.0,47.0,7.7,18.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Other Joint Reconstruction,20.0,16.0,10.9,23.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Other Orthopaedic Surgery,52.0,42.0,10.1,34.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Rectal Surgery,14.0,18.0,5.4,8.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Shoulder Surgery,49.0,30.0,8.6,21.9
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Surgery,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Tumour Removal,17.0,15.0,3.1,15.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Spinal/Back Surgery,,7.0,2.9,4.8
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Tendon Surgery,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Tonsillectomy/Adenoidectomy,23.0,14.0,5.0,12.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Tympanoplasty,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Uterine Surgery,63.0,77.0,6.6,43.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Vaginal Repair,14.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Varicose Veins Ligation/Stripping,7.0,5.0,7.0,37.8
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Vascular Surgery - Other,,9.0,2.7,3.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Campbell River and District",Wound/Laceration Care,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",All Other Procedures,39.0,59.0,9.4,19.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",All Procedures,2412.0,1928.0,9.6,26.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Appendectomy,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Bariatric Surgery,,0.0,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Biopsy in OR,,9.0,3.6,7.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Bladder Surgery,27.0,57.0,3.0,12.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Bowel Resection,6.0,10.0,3.4,11.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Cataract Surgery,891.0,738.0,10.0,27.8
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Cholecystectomy,23.0,31.0,4.9,11.1
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Cone Biopsy,6.0,5.0,10.7,13.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Cyst/Ganglion Removal,6.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",D&C and Related Surgery,18.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Dental Surgery,122.0,61.0,16.6,28.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Examination Under Anaesthetic,7.0,7.0,13.1,25.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Excision Lesion/Tumour,9.0,11.0,9.3,13.9
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Fallopian Tube/Ovarian Surgery,28.0,28.0,8.9,27.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Foot/Ankle Surgery,5.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Foreign Body Removal Surgery,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Fracture Repair,,10.0,2.6,13.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Abdominal,120.0,104.0,12.4,22.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Hiatal,13.0,8.0,26.4,28.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Hip Replacement,165.0,74.0,16.6,29.8
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Kidney/Bladder Stone Removal,21.0,47.0,3.3,6.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Knee - ACL Repair,26.0,17.0,22.9,27.9
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Knee - Meniscectomy,5.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Knee Arthroscopy,61.0,52.0,9.5,25.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Knee Replacement,309.0,107.0,16.7,34.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Laparoscopy,,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Lens & Vitreous (non-cataract) Surgery,,0.0,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Male Reproductive Surgery,17.0,13.0,8.9,23.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Mastectomy,8.0,25.0,3.3,5.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Nasal Surgery,8.0,5.0,11.6,23.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Oral Cavity & Pharynx Surgery,5.0,,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Other Eye Surgery,56.0,23.0,13.7,36.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Other Joint Reconstruction,30.0,15.0,9.4,24.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Other Orthopaedic Surgery,36.0,24.0,7.4,17.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Other Urology Surgery,27.0,48.0,3.6,14.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Prostate Surgery,56.0,98.0,4.4,12.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Rectal Surgery,17.0,17.0,8.6,25.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Shoulder Surgery,32.0,17.0,7.7,27.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Sinus Surgery,7.0,9.0,9.1,13.4
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Skin Tumour Removal,,5.0,7.6,18.5
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Tendon Surgery,7.0,5.0,17.4,42.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Thyroidectomy,,7.0,9.3,17.6
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Tonsillectomy/Adenoidectomy,8.0,10.0,7.9,11.2
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Tympanoplasty,,0.0,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Uterine Surgery,144.0,117.0,8.8,20.3
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Vaginal Repair,22.0,11.0,15.9,33.7
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Varicose Veins Ligation/Stripping,,0.0,,
2025/26,Q1,Vancouver Island,"North Island Hospital, Comox Valley",Wound/Laceration Care,,5.0,8.4,15.0
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Abdominoplasty,9.0,10.0,5.1,19.0
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,All Other Procedures,102.0,151.0,5.6,21.7
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,All Procedures,3776.0,3869.0,5.9,29.3
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Aortic Aneurysm Repair,9.0,12.0,9.6,15.9
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Appendectomy,,,,
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Bariatric Surgery,34.0,21.0,28.3,43.3
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Biopsy in OR,19.0,27.0,2.3,5.7
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Bladder Surgery,13.0,48.0,3.6,6.4
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Bowel Resection,43.0,46.0,3.0,11.6
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Breast Reconstruction,29.0,15.0,5.3,53.5
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Breast Reduction,48.0,20.0,8.0,49.1
2025/26,Q1,Vancouver Island,Royal Jubilee Hospital,Cataract Surgery,1427.0,1658.0,4.7,29.9
